query_user_id,rank,candidate_user_id,score
user_043ea160,3,user_2a94c885,0.331055
user_043ea160,4,user_59d9db83,0.309088
user_043ea160,5,user_8285a696,0.307404
user_043ea160,6,user_75905116,0.302745
user_043ea160,7,user_01916bd2,0.272918
user_043ea160,8,user_94f185bc,0.264754
user_043ea160,9,user_f4cc9f3d,0.260901
user_043ea160,10,user_c536b01d,0.255823
user_043ea160,11,user_e802076d,0.251166
user_043ea160,12,user_00723699,0.249488
user_043ea160,13,user_c0eba9f2,0.224673
user_043ea160,14,user_5159d3a1,0.195952
user_043ea160,15,user_27a3fa64,0.168916
user_04d29f9c,1,user_ca6074df,0.600124
user_04d29f9c,2,user_04d29f9c,0.516998
user_04d29f9c,3,user_3239132f,0.451945
user_04d29f9c,4,user_4607d25d,0.441272
user_04d29f9c,5,user_80da26a6,0.417150
user_04d29f9c,6,user_ee14f818,0.411956
user_04d29f9c,7,user_84c14a6f,0.393594
user_04d29f9c,8,user_6bf0e007,0.359162
user_04d29f9c,9,user_6a0b0e92,0.355467
user_04d29f9c,10,user_8285a696,0.324333
user_04d29f9c,11,user_8e97a154,0.307671
user_04d29f9c,12,user_30802254,0.296520
user_04d29f9c,13,user_2a94c885,0.272515
user_04d29f9c,14,user_79a1811b,0.251104
user_04d29f9c,15,user_5159d3a1,0.203287
user_04d8419e,1,user_9ff844ba,0.176954
user_04d8419e,2,user_ebe17c78,0.169897
user_04d8419e,3,user_38390331,0.153299
user_04d8419e,4,user_9bee2a7c,0.145268
user_04d8419e,5,user_8c11f026,0.135415
user_04d8419e,6,user_c7beef01,0.133054
user_04d8419e,7,user_5a283043,0.116868
user_04d8419e,8,user_0bd8ba7c,0.114635
user_04d8419e,9,user_4a57e449,0.110160
user_04d8419e,10,user_11e8421f,0.105170
user_04d8419e,11,user_fca58a87,0.094796
user_04d8419e,12,user_5159d3a1,0.079070
user_04d8419e,13,user_2cb4b018,0.078867
user_04d8419e,14,user_adab54a0,0.047276
user_04d8419e,15,user_6d421600,0.038823
user_0521a7ac,1,user_0521a7ac,0.523324
user_0521a7ac,2,user_c67f26cc,0.456976
user_0521a7ac,3,user_8e97a154,0.440623
user_0521a7ac,4,user_2b750e1c,0.362185
user_0521a7ac,5,user_f75c71f0,0.298315
user_0521a7ac,6,user_66772d98,0.294814
user_0521a7ac,7,user_b8f24804,0.285734
user_0521a7ac,8,user_9ff844ba,0.284799
user_0521a7ac,9,user_e802076d,0.245372
user_0521a7ac,10,user_8c11f026,0.243973
user_0521a7ac,11,user_e64d80ba,0.212441
user_0521a7ac,12,user_02d03e8a,0.206202
user_0521a7ac,13,user_11e8421f,0.196169
user_0521a7ac,14,user_380ddd3f,0.187472
user_0521a7ac,15,user_f107081e,0.142829
user_058c1800,1,user_1cbb30b1,0.536926
user_058c1800,2,user_a01f16ac,0.484615
user_058c1800,3,user_78eff25f,0.470360
user_058c1800,4,user_8ac8f24f,0.457943
user_058c1800,5,user_45be01a5,0.456624
user_058c1800,6,user_fa60616d,0.445384
user_058c1800,7,user_bdcc6e7d,0.431360
user_058c1800,8,user_39b3eda0,0.414142
user_058c1800,9,user_8285a696,0.403853
user_058c1800,10,user_c0eba9f2,0.349271
user_058c1800,11,user_959adfc8,0.341068
user_058c1800,12,user_ecba8131,0.331993
user_058c1800,13,user_bbe73426,0.325184
user_058c1800,14,user_7fd91653,0.308886
user_058c1800,15,user_94f185bc,0.271603
user_0697c470,1,user_030cf51a,0.576883
user_0697c470,2,user_9d786aa8,0.422600
user_0697c470,3,user_84c14a6f,0.383865
user_0697c470,4,user_f75c71f0,0.373444
user_0697c470,5,user_5c82df31,0.321227
user_0697c470,6,user_406c399e,0.285992
user_0697c470,7,user_8285a696,0.285867
user_0697c470,8,user_8e97a154,0.278820
user_0697c470,9,user_3f2fbc90,0.249031
user_0697c470,10,user_c0eba9f2,0.230521
user_0697c470,11,user_6bf0e007,0.220006
user_0697c470,12,user_0285dee3,0.193937
user_0697c470,13,user_91f5e7af,0.180737
user_0697c470,14,user_94f185bc,0.137126
user_0697c470,15,user_cf393213,0.122995
user_07cb458d,1,user_4607d25d,0.542690
user_07cb458d,2,user_3f2fbc90,0.537293
user_07cb458d,3,user_f10e7063,0.511045
user_07cb458d,4,user_3121653d,0.481500
user_07cb458d,5,user_a7bfc229,0.466502
user_07cb458d,6,user_56980aa9,0.453360
user_07cb458d,7,user_0f0ad720,0.436765
user_07cb458d,8,user_4e54f3d7,0.433471
user_07cb458d,9,user_5f4ee256,0.408029
user_07cb458d,10,user_ea67f9c6,0.382308
user_07cb458d,11,user_73a4377d,0.369109
user_07cb458d,12,user_19952166,0.330010
user_07cb458d,13,user_fba6bcd4,0.320410
user_07cb458d,14,user_98f18241,0.297802
user_07cb458d,15,user_1232c39b,0.206060
user_07db2c6a,1,user_26fa9d90,0.630429
user_07db2c6a,2,user_b2aba63a,0.626652
user_07db2c6a,3,user_9818dcae,0.555772
user_07db2c6a,4,user_74cfb8ef,0.555012
user_07db2c6a,5,user_c50a487d,0.519323
user_07db2c6a,6,user_a00e0552,0.519237
user_07db2c6a,7,user_daf53db6,0.488540
user_07db2c6a,8,user_8da30894,0.473273
user_07db2c6a,9,user_aa2fbe83,0.461778
user_07db2c6a,10,user_0c8c48ac,0.455320
user_07db2c6a,11,user_8713f22a,0.438581
user_07db2c6a,12,user_0c578ab5,0.400601
user_07db2c6a,13,user_378003e3,0.390427
user_07db2c6a,14,user_126670d7,0.342749
user_07db2c6a,15,user_00a2f533,0.242946
user_07faa0fc,1,user_74c84045,0.520030
user_07faa0fc,2,user_07faa0fc,0.505057
user_07faa0fc,3,user_3f1d04a6,0.465941
user_07faa0fc,4,user_58892c7c,0.417476
user_07faa0fc,5,user_058d9dc1,0.381827
user_07faa0fc,6,user_1b2d69c1,0.369040
user_07faa0fc,7,user_7d6962d9,0.329286
user_07faa0fc,8,user_8afa3eba,0.268158
user_07faa0fc,9,user_f4f9490d,0.259004
user_07faa0fc,10,user_33f2a818,0.246054
user_07faa0fc,11,user_2a94c885,0.243135
user_07faa0fc,12,user_233fda02,0.225069
user_07faa0fc,13,user_5d7cbf11,0.206594
user_07faa0fc,14,user_6a0b0e92,0.188250
user_07faa0fc,15,user_fc1cfe0b,0.124194
user_08aa624b,1,user_c709e252,0.499912
user_08aa624b,2,user_6011e674,0.487142
user_08aa624b,3,user_8fbb6d9c,0.448637
user_08aa624b,4,user_a973cf8e,0.448496
user_08aa624b,5,user_83e30c57,0.436681
user_08aa624b,6,user_2f766c23,0.435557
user_08aa624b,7,user_8d85acb5,0.430678
user_08aa624b,8,user_ee89e069,0.419600
user_08aa624b,9,user_9c5cd7fa,0.419076
user_08aa624b,10,user_dc32d458,0.414867
user_08aa624b,11,user_d3663143,0.405590
user_08aa624b,12,user_02d8a1f8,0.397973
user_08aa624b,13,user_2d74cd4c,0.397576
user_08aa624b,14,user_08aa624b,0.385338
user_08aa624b,15,user_ba4f42bb,0.268653
user_08c32973,1,user_795650bb,0.409161
user_08c32973,2,user_f3377028,0.407145
user_08c32973,3,user_08c32973,0.403780
user_08c32973,4,user_e409a56d,0.375922
user_08c32973,5,user_82c86537,0.358134
user_08c32973,6,user_b1a5a37e,0.299985
user_08c32973,7,user_2efde048,0.267266
user_08c32973,8,user_f7fd2885,0.254213
user_08c32973,9,user_7c3d63ce,0.242922
user_08c32973,10,user_4ea1ef09,0.241605
user_08c32973,11,user_04f39d22,0.197938
user_08c32973,12,user_201c8c78,0.197448
user_08c32973,13,user_bd19a016,0.190070
user_08c32973,14,user_bf30f80d,0.123323
user_08c32973,15,user_6d421600,0.089228
user_08e9ce6e,1,user_26fa9d90,0.571104
user_08e9ce6e,2,user_64cd3098,0.533332
user_08e9ce6e,3,user_fbed237d,0.403794
user_08e9ce6e,4,user_74cfb8ef,0.387157
user_08e9ce6e,5,user_3f1d04a6,0.375836
user_08e9ce6e,6,user_f3377028,0.368276
user_08e9ce6e,7,user_d5b21e00,0.335614
user_08e9ce6e,8,user_bd19a016,0.335368
user_08e9ce6e,9,user_795650bb,0.310399
user_08e9ce6e,10,user_201c8c78,0.293987
user_08e9ce6e,11,user_a7b901f2,0.258558
user_08e9ce6e,12,user_5159d3a1,0.234485
user_08e9ce6e,13,user_4607d25d,0.147439
user_08e9ce6e,14,user_08e9ce6e,0.138616
user_08e9ce6e,15,user_7c3d63ce,0.120727
user_092e219d,1,user_afff552a,0.680478
user_092e219d,2,user_50e2a836,0.543197
user_092e219d,3,user_0669bdf6,0.525613
user_092e219d,4,user_b628264a,0.517232
user_092e219d,5,user_cc1c8897,0.510042
user_092e219d,6,user_4607d25d,0.504640
user_092e219d,7,user_45be01a5,0.487834
user_092e219d,8,user_c06d9b71,0.416464
user_092e219d,9,user_5f4ee256,0.400850
user_092e219d,10,user_6011e674,0.398084
user_092e219d,11,user_a973cf8e,0.380655
user_092e219d,12,user_a1b097c2,0.360149
user_092e219d,13,user_91f5e7af,0.278823
user_092e219d,14,user_0285dee3,0.274553
user_092e219d,15,user_c8f82360,0.161828
user_0a0bcaa6,1,user_259776c7,0.553233
user_0a0bcaa6,2,user_68d19df8,0.542929
user_0a0bcaa6,3,user_a01f16ac,0.538412
user_0a0bcaa6,4,user_a00e0552,0.496243
user_0a0bcaa6,5,user_91db6e48,0.449844
user_0a0bcaa6,6,user_2a94c885,0.441559
user_0a0bcaa6,7,user_3f1d04a6,0.408933
user_0a0bcaa6,8,user_84c14a6f,0.405504
user_0a0bcaa6,9,user_8e97a154,0.385961
user_0a0bcaa6,10,user_6a0b0e92,0.338804
user_0a0bcaa6,11,user_0285dee3,0.328868
user_0a0bcaa6,12,user_6bf0e007,0.302638
user_0a0bcaa6,13,user_886f7373,0.272995
user_0a0bcaa6,14,user_30802254,0.219268
user_0a0bcaa6,15,user_c06d9b71,0.194007
user_0a245f61,1,user_5881b259,0.508383
user_0a245f61,2,user_3085d204,0.465356
user_0a245f61,3,user_eae91488,0.453410
user_0a245f61,4,user_8285a696,0.431703
user_0a245f61,5,user_0a245f61,0.421668
user_0a245f61,6,user_a4ae4e77,0.416569
user_0a245f61,7,user_4607d25d,0.410246
user_0a245f61,8,user_1d775dd8,0.374452
user_0a245f61,9,user_c154e834,0.360676
user_0a245f61,10,user_ee14f818,0.360438
user_0a245f61,11,user_3f2fbc90,0.350523
user_0a245f61,12,user_0b64b183,0.328116
user_0a245f61,13,user_406c399e,0.322737
user_0a245f61,14,user_d8335067,0.278909
user_0a245f61,15,user_80dc757f,0.267379
user_0b5c256a,1,user_79f04645,0.519647
user_0b5c256a,2,user_b2dd04c8,0.514176
user_0b5c256a,3,user_406c399e,0.513959
user_0b5c256a,4,user_84c14a6f,0.508404
user_0b5c256a,5,user_e802076d,0.496871
user_0b5c256a,6,user_c96b90fe,0.476265
user_0b5c256a,7,user_3f2fbc90,0.467306
user_0b5c256a,8,user_650da71b,0.453365
user_0b5c256a,9,user_c6f50d12,0.447402
user_0b5c256a,10,user_0b5c256a,0.446436
user_0b5c256a,11,user_f368b9da,0.430636
user_0b5c256a,12,user_0285dee3,0.395907
user_0b5c256a,13,user_6bf0e007,0.347091
user_0b5c256a,14,user_eae91488,0.330780
user_0b5c256a,15,user_aa31484a,0.317202
user_0b64b183,1,user_4e54f3d7,0.508168
user_0b64b183,2,user_b337cb0c,0.493633
user_0b64b183,3,user_bdcc6e7d,0.467677
user_0b64b183,4,user_a01f16ac,0.465607
user_0b64b183,5,user_afff552a,0.462418
user_0b64b183,6,user_d20928cc,0.460464
user_0b64b183,7,user_80da26a6,0.431694
user_0b64b183,8,user_84c14a6f,0.340225
user_0b64b183,9,user_8285a696,0.302018
user_0b64b183,10,user_2a94c885,0.288590
user_0b64b183,11,user_5159d3a1,0.240852
user_0b64b183,12,user_a8dc91a3,0.235105
user_0b64b183,13,user_406c399e,0.228569
user_0b64b183,14,user_e802076d,0.221339
user_0b64b183,15,user_6a0b0e92,0.134144
user_0c578ab5,1,user_d4c7b4c0,0.545778
user_0c578ab5,2,user_c50a487d,0.538728
user_0c578ab5,3,user_f10e7063,0.537183
user_0c578ab5,4,user_8e97a154,0.517424
user_0c578ab5,5,user_9818dcae,0.512897
user_0c578ab5,6,user_ff39b6cf,0.496169
user_0c578ab5,7,user_0c8c48ac,0.490577
user_0c578ab5,8,user_ee14f818,0.489954
user_0c578ab5,9,user_eda37c14,0.473314
user_0c578ab5,10,user_74cfb8ef,0.469954
user_0c578ab5,11,user_93cdb7a1,0.433185
user_0c578ab5,12,user_f862100c,0.426754
user_0c578ab5,13,user_8fb63eca,0.415504
user_0c578ab5,14,user_36e75535,0.394324
user_0c578ab5,15,user_920c074a,0.323254
user_0c8c48ac,1,user_ed3091a2,0.607154
user_0c8c48ac,2,user_a4ae4e77,0.534262
user_0c8c48ac,3,user_4db0d490,0.492686
user_0c8c48ac,4,user_86685a27,0.486664
user_0c8c48ac,5,user_8c193f56,0.463110
user_0c8c48ac,6,user_f5c4370b,0.385600
user_0c8c48ac,7,user_423c81dc,0.377842
user_0c8c48ac,8,user_1bcbacb3,0.372249
user_0c8c48ac,9,user_3eb49f37,0.301714
user_0c8c48ac,10,user_a04b2a78,0.253910
user_0c8c48ac,11,user_a2503734,0.210297
user_0c8c48ac,12,user_5ac1a174,0.205201
user_0c8c48ac,13,user_d4b7e22e,0.161946
user_0c8c48ac,14,user_18227c28,0.135522
user_0c8c48ac,15,user_f59d3941,0.103651
user_0cc626ee,1,user_e93dfaa2,0.471328
user_0cc626ee,2,user_80da26a6,0.462019
user_0cc626ee,3,user_030cf51a,0.445484
user_0cc626ee,4,user_45be01a5,0.437301
user_0cc626ee,5,user_f27da10a,0.437046
user_0cc626ee,6,user_fca58a87,0.424346
user_0cc626ee,7,user_165a2706,0.397881
user_0cc626ee,8,user_6bf0e007,0.352011
user_0cc626ee,9,user_23ecc36a,0.339395
user_0cc626ee,10,user_84c14a6f,0.320221
user_0cc626ee,11,user_2a94c885,0.316067
user_0cc626ee,12,user_6a0b0e92,0.307826
user_0cc626ee,13,user_91f5e7af,0.252118
user_0cc626ee,14,user_ebddf9c1,0.244627
user_0cc626ee,15,user_c6f50d12,0.138745
user_0cd29f02,1,user_80da26a6,0.402637
user_0cd29f02,2,user_f75c71f0,0.363572
user_0cd29f02,3,user_4607d25d,0.342398
user_0cd29f02,4,user_6a0b0e92,0.322671
user_0cd29f02,5,user_39b3eda0,0.302222
user_0cd29f02,6,user_41d0c897,0.292734
user_0cd29f02,7,user_59d9db83,0.284666
user_0cd29f02,8,user_ece9bfd2,0.269386
user_0cd29f02,9,user_5c82df31,0.266167
user_0cd29f02,10,user_c0eba9f2,0.222887
user_0cd29f02,11,user_aae78e0d,0.221335
user_0cd29f02,12,user_ee14f818,0.209894
user_0cd29f02,13,user_0285dee3,0.190467
user_0cd29f02,14,user_0168255c,0.181754
user_0cd29f02,15,user_bbe73426,0.167040
user_0f0ad720,1,user_0f0ad720,0.570712
user_0f0ad720,2,user_f7fd2885,0.546455
user_0f0ad720,3,user_4607d25d,0.545574
user_0f0ad720,4,user_e409a56d,0.542047
user_0f0ad720,5,user_64cd3098,0.528718
user_0f0ad720,6,user_9818dcae,0.497940
user_0f0ad720,7,user_f862100c,0.488438
user_0f0ad720,8,user_a3a4a20a,0.477458
user_0f0ad720,9,user_0c8c48ac,0.471595
user_0f0ad720,10,user_ba8b1c05,0.444392
user_0f0ad720,11,user_75905116,0.433810
user_0f0ad720,12,user_d5b21e00,0.428446
user_0f0ad720,13,user_ecba8131,0.406323
user_0f0ad720,14,user_bd19a016,0.376826
user_0f0ad720,15,user_201c8c78,0.325014
user_107259c3,1,user_c50a487d,0.654079
user_107259c3,2,user_d4c7b4c0,0.627997
user_107259c3,3,user_74cfb8ef,0.509904
user_107259c3,4,user_840e0a93,0.419836
user_107259c3,5,user_0d32f0ed,0.410667
user_107259c3,6,user_586752e4,0.403638
user_107259c3,7,user_09dea596,0.401446
user_107259c3,8,user_a411fb06,0.379097
user_107259c3,9,user_b4f295b3,0.367776
user_107259c3,10,user_c34e791e,0.357226
user_107259c3,11,user_3f1d04a6,0.304960
user_107259c3,12,user_107259c3,0.253434
user_107259c3,13,user_e2e59795,0.237419
user_107259c3,14,user_ea67f9c6,0.166311
user_107259c3,15,user_0ff0b922,0.145073
user_10e64e28,1,user_75905116,0.501503
user_10e64e28,2,user_3535252b,0.451725
user_10e64e28,3,user_10e64e28,0.442773
user_10e64e28,4,user_72b93300,0.427160
user_10e64e28,5,user_bf69de98,0.422370
user_10e64e28,6,user_d93b53bd,0.384498
user_10e64e28,7,user_c536b01d,0.371674
user_10e64e28,8,user_095ff43e,0.370076
user_10e64e28,9,user_9ce96cbf,0.369018
user_10e64e28,10,user_6b86248b,0.327823
user_10e64e28,11,user_52c9252c,0.290157
user_10e64e28,12,user_4384dffe,0.288337
user_10e64e28,13,user_833d8832,0.217887
user_10e64e28,14,user_01916bd2,0.176503
user_10e64e28,15,user_74025dc0,0.117044
user_111cfe7d,1,user_259776c7,0.558170
user_111cfe7d,2,user_5dc5c2dc,0.551461
user_111cfe7d,3,user_ff39b6cf,0.508562
user_111cfe7d,4,user_68d19df8,0.476186
user_111cfe7d,5,user_5d35f631,0.470047
user_111cfe7d,6,user_80da26a6,0.461767
user_111cfe7d,7,user_91db6e48,0.455486
user_111cfe7d,8,user_84c14a6f,0.450005
user_111cfe7d,9,user_3f1d04a6,0.436585
user_111cfe7d,10,user_2a94c885,0.433501
user_111cfe7d,11,user_4607d25d,0.429149
user_111cfe7d,12,user_6bf0e007,0.403138
user_111cfe7d,13,user_8285a696,0.402281
user_111cfe7d,14,user_e7a55eac,0.390965
user_111cfe7d,15,user_3f2fbc90,0.362100
user_11e8421f,1,user_11e8421f,0.369389
user_11e8421f,2,user_0bd8ba7c,0.172778
user_11e8421f,3,user_8e5bead9,0.119960
user_11e8421f,4,user_5159d3a1,0.115611
user_11e8421f,5,user_8d85acb5,0.103457
user_11e8421f,6,user_2a41ee39,0.100689
user_11e8421f,7,user_e64d80ba,0.090270
user_11e8421f,8,user_2cb4b018,0.081213
user_11e8421f,9,user_9bee2a7c,0.071621
user_11e8421f,10,user_0bc8e727,0.065789
user_11e8421f,11,user_a7b901f2,0.063495
user_11e8421f,12,user_4a57e449,0.051964
user_11e8421f,13,user_164fe4b8,0.051936
user_11e8421f,14,user_0ff0b922,0.050971
user_11e8421f,15,user_9c7183c8,0.045070
user_1230e05a,1,user_1230e05a,0.441955
user_1230e05a,2,user_4607d25d,0.395490
user_1230e05a,3,user_cc1c8897,0.390915
user_1230e05a,4,user_bdcc6e7d,0.282255
user_1230e05a,5,user_2920b35e,0.268611
user_1230e05a,6,user_9c5cd7fa,0.238142
user_1230e05a,7,user_dd1d7b22,0.229031
user_1230e05a,8,user_b4214db6,0.227366
user_1230e05a,9,user_6011e674,0.201639
user_1230e05a,10,user_41d0c897,0.193831
user_1230e05a,11,user_8ac8f24f,0.193751
user_1230e05a,12,user_d70942c1,0.186766
user_1230e05a,13,user_dc32d458,0.157952
user_1230e05a,14,user_165a2706,0.145032
user_1230e05a,15,user_82d93459,0.103613
user_126670d7,1,user_126670d7,0.597130
user_126670d7,2,user_78eff25f,0.478906
user_126670d7,3,user_f43d6008,0.445846
user_126670d7,4,user_e7a55eac,0.434622
user_126670d7,5,user_5f4ee256,0.434560
user_126670d7,6,user_56980aa9,0.427978
user_126670d7,7,user_ee14f818,0.376087
user_126670d7,8,user_7b052f32,0.340012
user_126670d7,9,user_a4ae4e77,0.321718
user_126670d7,10,user_df8dc9bb,0.320672
user_126670d7,11,user_5c82df31,0.312034
user_126670d7,12,user_c0eba9f2,0.272228
user_126670d7,13,user_f862100c,0.268516
user_126670d7,14,user_8285a696,0.223522
user_126670d7,15,user_5d7cbf11,0.213455
user_1302cb61,1,user_c50a487d,0.506529
user_1302cb61,2,user_03410579,0.501823
user_1302cb61,3,user_9818dcae,0.399404
user_1302cb61,4,user_5c82df31,0.350933
user_1302cb61,5,user_4f3b6241,0.347613
user_1302cb61,6,user_ff39b6cf,0.347446
user_1302cb61,7,user_dbbf562e,0.336429
user_1302cb61,8,user_815b7baf,0.265712
user_1302cb61,9,user_df8dc9bb,0.258613
user_1302cb61,10,user_1302cb61,0.247254
user_1302cb61,11,user_7a8f7f3e,0.235625
user_1302cb61,12,user_81a80789,0.208707
user_1302cb61,13,user_7b052f32,0.200141
user_1302cb61,14,user_3b79395c,0.182473
user_1302cb61,15,user_4cad4295,0.175021
user_13f8ee07,1,user_13f8ee07,0.602945
user_13f8ee07,2,user_5d7cbf11,0.496237
user_13f8ee07,3,user_cf393213,0.440567
user_13f8ee07,4,user_c67f26cc,0.424768
user_13f8ee07,5,user_5f4ee256,0.397926
user_13f8ee07,6,user_0168255c,0.396416
user_13f8ee07,7,user_38f4dfac,0.394647
user_13f8ee07,8,user_a2825b06,0.394032
user_13f8ee07,9,user_c0eba9f2,0.372320
user_13f8ee07,10,user_56980aa9,0.367875
user_13f8ee07,11,user_dc326993,0.365353
user_13f8ee07,12,user_6a0b0e92,0.291804
user_13f8ee07,13,user_33f2a818,0.253368
user_13f8ee07,14,user_f75c71f0,0.251509
user_13f8ee07,15,user_c60d65b5,0.125346
user_13fb2e34,1,user_13fb2e34,0.720711
user_13fb2e34,2,user_c903d3bb,0.510056
user_13fb2e34,3,user_2c940ff8,0.402384
user_13fb2e34,4,user_3f1d04a6,0.392659
user_13fb2e34,5,user_aa2fbe83,0.384082
user_13fb2e34,6,user_c50a487d,0.379198
user_13fb2e34,7,user_8e97a154,0.366384
user_13fb2e34,8,user_04d29f9c,0.351111
user_13fb2e34,9,user_2dc10d2d,0.301394
user_13fb2e34,10,user_9ee84e18,0.241854
user_13fb2e34,11,user_7a8f7f3e,0.221564
user_13fb2e34,12,user_8006727d,0.216723
user_13fb2e34,13,user_7b052f32,0.204812
user_13fb2e34,14,user_8c5756ff,0.195194
user_13fb2e34,15,user_74cfb8ef,0.166013
user_147d1bbb,1,user_37be663c,0.437701
user_147d1bbb,2,user_1f636ddc,0.415759
user_147d1bbb,3,user_d67450a8,0.408241
user_147d1bbb,4,user_76fc8dcd,0.391463
user_147d1bbb,5,user_16b87e34,0.379545
user_147d1bbb,6,user_c130412b,0.369929
user_147d1bbb,7,user_54b19b29,0.342319
user_147d1bbb,8,user_89571ce8,0.335073
user_147d1bbb,9,user_efb27a8e,0.333727
user_147d1bbb,10,user_4f3b6241,0.312459
user_147d1bbb,11,user_81a80789,0.306277
user_147d1bbb,12,user_dbbf562e,0.264295
user_147d1bbb,13,user_4cad4295,0.236394
user_147d1bbb,14,user_3b79395c,0.223133
user_147d1bbb,15,user_c7beef01,0.206770
user_14a2d3c6,1,user_14a2d3c6,0.757403
user_14a2d3c6,2,user_259776c7,0.558152
