T_level,query_user_id,candidate_user_id,rank,score
T1,user_03410579,user_1a7d6cd5,2,0.889960765838623
T1,user_03410579,user_94f4a027,3,0.8899518251419067
T1,user_03410579,user_f7bb8af1,4,0.8896725177764893
T1,user_03410579,user_e8613813,5,0.8848194479942322
T1,user_03410579,user_efb27a8e,6,0.884726881980896
T1,user_03410579,user_acd6ddfb,7,0.8836297392845154
T1,user_03410579,user_56e6d0cd,8,0.8821108937263489
T1,user_03410579,user_72bed676,9,0.8812655806541443
T1,user_03410579,user_88e84020,10,0.8810485005378723
T1,user_03410579,user_3431c049,11,0.8806383013725281
T1,user_03410579,user_36e75535,12,0.8775253295898438
T1,user_03410579,user_49b1ac46,13,0.8747498393058777
T1,user_03410579,user_8e5e899b,14,0.8746289014816284
T1,user_03410579,user_55058479,15,0.8703399300575256
T1,user_043ea160,user_52c9252c,1,0.8056095242500305
T1,user_043ea160,user_043ea160,2,0.7932703495025635
T1,user_043ea160,user_01916bd2,3,0.7208628058433533
T1,user_043ea160,user_72b93300,4,0.7160850763320923
T1,user_043ea160,user_c536b01d,5,0.6366143822669983
T1,user_043ea160,user_bf69de98,6,0.6352662444114685
T1,user_043ea160,user_e88c308b,7,0.6179704070091248
T1,user_043ea160,user_3ae49e46,8,0.6068912744522095
T1,user_043ea160,user_4f8b6987,9,0.6068370342254639
T1,user_043ea160,user_183b3783,10,0.5997386574745178
T1,user_043ea160,user_a6c5a10c,11,0.5948758125305176
T1,user_043ea160,user_d499c752,12,0.5943244099617004
T1,user_043ea160,user_d93b53bd,13,0.5936334729194641
T1,user_043ea160,user_9c5e4782,14,0.5892504453659058
T1,user_043ea160,user_b2aba63a,15,0.5867146849632263
T1,user_04d29f9c,user_582ff5b2,1,0.7115922570228577
T1,user_04d29f9c,user_d67450a8,2,0.7063623070716858
T1,user_04d29f9c,user_183b3783,3,0.6941417455673218
T1,user_04d29f9c,user_79a1811b,4,0.6908491253852844
T1,user_04d29f9c,user_be018f9d,5,0.6892924904823303
T1,user_04d29f9c,user_f14dc486,6,0.6780039072036743
T1,user_04d29f9c,user_daf37424,7,0.6729047298431396
T1,user_04d29f9c,user_3e1f9dc1,8,0.6706202626228333
T1,user_04d29f9c,user_11e8421f,9,0.6652138233184814
T1,user_04d29f9c,user_406c399e,10,0.660162627696991
T1,user_04d29f9c,user_2cb4b018,11,0.6594556570053101
T1,user_04d29f9c,user_cda36a95,12,0.6578232645988464
T1,user_04d29f9c,user_82c86537,13,0.657416820526123
T1,user_04d29f9c,user_9d8095fc,14,0.6570703983306885
T1,user_04d29f9c,user_96d9cb9a,15,0.6559383273124695
T1,user_04d8419e,user_5a283043,1,0.8625973463058472
T1,user_04d8419e,user_8c0c7619,2,0.8618974089622498
T1,user_04d8419e,user_c06d9b71,3,0.8468698859214783
T1,user_04d8419e,user_79f38f6d,4,0.8460803031921387
T1,user_04d8419e,user_7b052f32,5,0.8441569805145264
T1,user_04d8419e,user_f60a09b3,6,0.8428665995597839
T1,user_04d8419e,user_e802076d,7,0.8388511538505554
T1,user_04d8419e,user_0bd8ba7c,8,0.8374069333076477
T1,user_04d8419e,user_ebe17c78,9,0.831737220287323
T1,user_04d8419e,user_04d8419e,10,0.8243802189826965
T1,user_04d8419e,user_4e54f3d7,11,0.8234555721282959
T1,user_04d8419e,user_45be01a5,12,0.8229990005493164
T1,user_04d8419e,user_3ff88cf0,13,0.8222264647483826
T1,user_04d8419e,user_ee923f9d,14,0.8221455216407776
T1,user_04d8419e,user_ff591131,15,0.8214987516403198
T1,user_0521a7ac,user_9991e1d8,1,0.7560872435569763
T1,user_0521a7ac,user_80dc757f,2,0.73345947265625
T1,user_0521a7ac,user_2c3eb234,3,0.7289115190505981
T1,user_0521a7ac,user_ab86ab82,4,0.7199797630310059
T1,user_0521a7ac,user_cda36a95,5,0.7079436182975769
T1,user_0521a7ac,user_7fd91653,6,0.7017454504966736
T1,user_0521a7ac,user_a8dc91a3,7,0.6926627159118652
T1,user_0521a7ac,user_51779823,8,0.6903455853462219
T1,user_0521a7ac,user_2a41ee39,9,0.6903321146965027
T1,user_0521a7ac,user_795650bb,10,0.6805930137634277
T1,user_0521a7ac,user_2b750e1c,11,0.6782293915748596
T1,user_0521a7ac,user_ee8d5ec5,12,0.6743576526641846
T1,user_0521a7ac,user_c96b90fe,13,0.6716814041137695
T1,user_0521a7ac,user_372c2b3e,14,0.669389545917511
T1,user_0521a7ac,user_b8f24804,15,0.6671024560928345
T1,user_058c1800,user_79f38f6d,1,0.8828115463256836
T1,user_058c1800,user_77a1a752,2,0.8615341186523438
T1,user_058c1800,user_636d1da4,3,0.8580299615859985
T1,user_058c1800,user_8292753c,4,0.8496853709220886
T1,user_058c1800,user_7b052f32,5,0.8456727266311646
T1,user_058c1800,user_8c0c7619,6,0.8400946855545044
T1,user_058c1800,user_38433566,7,0.8397388458251953
T1,user_058c1800,user_91f807b9,8,0.8385568857192993
T1,user_058c1800,user_8d299d7a,9,0.836863100528717
T1,user_058c1800,user_c5f32c0d,10,0.8367125391960144
T1,user_058c1800,user_a0fa40f1,11,0.8344836831092834
T1,user_058c1800,user_64d76dfd,12,0.8302595019340515
T1,user_058c1800,user_d5b21e00,13,0.8301039934158325
T1,user_058c1800,user_d54f676e,14,0.829650342464447
T1,user_058c1800,user_96013176,15,0.8292669057846069
T1,user_0697c470,user_d0c1bf72,1,0.9146141409873962
T1,user_0697c470,user_71f7b692,2,0.8757783770561218
T1,user_0697c470,user_aa31484a,3,0.8721249103546143
T1,user_0697c470,user_b6350ec1,4,0.8704238533973694
T1,user_0697c470,user_d8335067,5,0.8619866967201233
T1,user_0697c470,user_030cf51a,6,0.8479717969894409
T1,user_0697c470,user_17607ebc,7,0.844780445098877
T1,user_0697c470,user_535a7192,8,0.8436095714569092
T1,user_0697c470,user_0697c470,9,0.8388830423355103
T1,user_0697c470,user_80dc757f,10,0.8283989429473877
T1,user_0697c470,user_9d786aa8,11,0.823675274848938
T1,user_0697c470,user_0a245f61,12,0.8192967176437378
T1,user_0697c470,user_ba4f42bb,13,0.8147934675216675
T1,user_0697c470,user_3f2fbc90,14,0.8102070689201355
T1,user_0697c470,user_dffc0da5,15,0.7969244122505188
T1,user_07cb458d,user_cda36a95,1,0.7509148716926575
T1,user_07cb458d,user_79a1811b,2,0.7445124387741089
T1,user_07cb458d,user_5b714afd,3,0.7325267195701599
T1,user_07cb458d,user_11e8421f,4,0.7260812520980835
T1,user_07cb458d,user_84e93af7,5,0.7227614521980286
T1,user_07cb458d,user_d036c911,6,0.7217678427696228
T1,user_07cb458d,user_d6175d39,7,0.7169411778450012
T1,user_07cb458d,user_8d85acb5,8,0.7145702838897705
T1,user_07cb458d,user_9c7183c8,9,0.7076431512832642
T1,user_07cb458d,user_dd1d7b22,10,0.7070466876029968
T1,user_07cb458d,user_1f09455f,11,0.7066410779953003
T1,user_07cb458d,user_164057cc,12,0.7064723968505859
T1,user_07cb458d,user_f14dc486,13,0.7064353227615356
T1,user_07cb458d,user_a8dc91a3,14,0.7060235142707825
T1,user_07cb458d,user_c34e791e,15,0.7051851153373718
T1,user_07db2c6a,user_7aa3746b,1,0.7887530326843262
T1,user_07db2c6a,user_d14b7d7b,2,0.7839409708976746
T1,user_07db2c6a,user_d5b21e00,3,0.7562486529350281
T1,user_07db2c6a,user_77a1a752,4,0.7548102140426636
T1,user_07db2c6a,user_91f807b9,5,0.7540076971054077
T1,user_07db2c6a,user_c809e3d2,6,0.7465818524360657
T1,user_07db2c6a,user_dca78fea,7,0.7450115084648132
T1,user_07db2c6a,user_b5af9db9,8,0.7422882914543152
T1,user_07db2c6a,user_6d2cb415,9,0.7409813404083252
T1,user_07db2c6a,user_8292753c,10,0.7405258417129517
T1,user_07db2c6a,user_d2c97c8e,11,0.7404381036758423
T1,user_07db2c6a,user_d54f676e,12,0.7400731444358826
T1,user_07db2c6a,user_c34e791e,13,0.7390981316566467
T1,user_07db2c6a,user_f3377028,14,0.7379555106163025
T1,user_07db2c6a,user_9bee2a7c,15,0.7370891571044922
T1,user_07faa0fc,user_23e46560,1,0.930677592754364
T1,user_07faa0fc,user_58892c7c,2,0.9193971157073975
T1,user_07faa0fc,user_85c97ea1,3,0.9161640405654907
T1,user_07faa0fc,user_74c84045,4,0.8798527717590332
T1,user_07faa0fc,user_07faa0fc,5,0.8615386486053467
T1,user_07faa0fc,user_3f1d04a6,6,0.8371736407279968
T1,user_07faa0fc,user_b563e90b,7,0.8345347046852112
T1,user_07faa0fc,user_2eaaa117,8,0.8065944314002991
T1,user_07faa0fc,user_3bb7992e,9,0.7972539067268372
T1,user_07faa0fc,user_83b871b5,10,0.7925599813461304
T1,user_07faa0fc,user_1b2d69c1,11,0.7693737745285034
T1,user_07faa0fc,user_fcf93ee8,12,0.7577585577964783
T1,user_07faa0fc,user_87e5d9b0,13,0.7502124309539795
T1,user_07faa0fc,user_74e32d78,14,0.748116672039032
T1,user_07faa0fc,user_5ac1a174,15,0.7473725080490112
T1,user_08aa624b,user_e3ea7712,1,0.81292724609375
T1,user_08aa624b,user_4607d25d,2,0.810756504535675
T1,user_08aa624b,user_5526cbfd,3,0.807341992855072
T1,user_08aa624b,user_1c7b7780,4,0.7882711887359619
T1,user_08aa624b,user_dae4304f,5,0.7821264266967773
T1,user_08aa624b,user_1f09455f,6,0.775529682636261
T1,user_08aa624b,user_aae78e0d,7,0.7696033716201782
T1,user_08aa624b,user_9ee84e18,8,0.7630218863487244
T1,user_08aa624b,user_c154e834,9,0.7616128921508789
T1,user_08aa624b,user_caebed72,10,0.7613816261291504
T1,user_08aa624b,user_2c69b83e,11,0.7573955059051514
T1,user_08aa624b,user_0cee87f3,12,0.7572872042655945
T1,user_08aa624b,user_83585fc6,13,0.7554101347923279
T1,user_08aa624b,user_5c5a0b40,14,0.7539300918579102
T1,user_08aa624b,user_b4d7e69a,15,0.7531065344810486
T1,user_08c32973,user_d9b8914f,1,0.8949692249298096
T1,user_08c32973,user_25652863,2,0.8434538841247559
T1,user_08c32973,user_2e60c125,3,0.8389599323272705
T1,user_08c32973,user_421ae417,4,0.8258402347564697
T1,user_08c32973,user_4ea1ef09,5,0.7831950187683105
T1,user_08c32973,user_bf30f80d,6,0.7732305526733398
T1,user_08c32973,user_902af20f,7,0.7695547342300415
T1,user_08c32973,user_64cd3098,8,0.765754222869873
T1,user_08c32973,user_f3377028,9,0.7516441345214844
T1,user_08c32973,user_1a4bec69,10,0.7451993227005005
T1,user_08c32973,user_bd19a016,11,0.728770911693573
T1,user_08c32973,user_a52dd639,12,0.7284108996391296
T1,user_08c32973,user_b1a5a37e,13,0.7253990769386292
T1,user_08c32973,user_82c86537,14,0.7216503620147705
T1,user_08c32973,user_bb8be7e3,15,0.7215181589126587
T1,user_08e9ce6e,user_2e60c125,1,0.8909958004951477
T1,user_08e9ce6e,user_ca130b8f,2,0.8780359029769897
T1,user_08e9ce6e,user_6a28fa5d,3,0.8774804472923279
T1,user_08e9ce6e,user_bf30f80d,4,0.873482882976532
T1,user_08e9ce6e,user_4a40c36a,5,0.8684555888175964
T1,user_08e9ce6e,user_8eac0a68,6,0.8664758801460266
T1,user_08e9ce6e,user_5fddc7f1,7,0.8605770468711853
T1,user_08e9ce6e,user_25652863,8,0.8515955805778503
T1,user_08e9ce6e,user_08e9ce6e,9,0.8428341746330261
T1,user_08e9ce6e,user_a615a6d1,10,0.8392168879508972
T1,user_08e9ce6e,user_38fbcf73,11,0.8266602158546448
T1,user_08e9ce6e,user_4b8335bd,12,0.826505184173584
T1,user_08e9ce6e,user_fbed237d,13,0.8257830739021301
T1,user_08e9ce6e,user_c73333a5,14,0.8244879245758057
T1,user_08e9ce6e,user_40efa894,15,0.8213121294975281
T1,user_092e219d,user_75bc9924,1,0.8601348400115967
T1,user_092e219d,user_8f39f021,2,0.8539039492607117
T1,user_092e219d,user_0669bdf6,3,0.8353390693664551
T1,user_092e219d,user_dac2c359,4,0.8074692487716675
T1,user_092e219d,user_41d0c897,5,0.8044496178627014
T1,user_092e219d,user_2a94c885,6,0.7988629341125488
T1,user_092e219d,user_e7a55eac,7,0.797316312789917
T1,user_092e219d,user_73a4377d,8,0.7966176271438599
T1,user_092e219d,user_886f7373,9,0.794573187828064
T1,user_092e219d,user_ba4a78fc,10,0.7892582416534424
T1,user_092e219d,user_ef954c6e,11,0.7885643839836121
T1,user_092e219d,user_f43d6008,12,0.7879635095596313
T1,user_092e219d,user_9e39a95d,13,0.7870358228683472
T1,user_092e219d,user_caaef3ca,14,0.7847812175750732
T1,user_092e219d,user_e8cdb142,15,0.7845091223716736
T1,user_0a0bcaa6,user_3431c049,1,0.9308726191520691
T1,user_0a0bcaa6,user_76fc8dcd,2,0.9260326623916626
T1,user_0a0bcaa6,user_9c88ee3d,3,0.9203978180885315
T1,user_0a0bcaa6,user_8e5e899b,4,0.9185387492179871
T1,user_0a0bcaa6,user_49b1ac46,5,0.9168768525123596
T1,user_0a0bcaa6,user_76638121,6,0.9158684611320496
T1,user_0a0bcaa6,user_fdcaaf41,7,0.9157874584197998
T1,user_0a0bcaa6,user_94cad3a5,8,0.914951503276825
T1,user_0a0bcaa6,user_4bd9303b,9,0.9143450260162354
T1,user_0a0bcaa6,user_9a5457b0,10,0.9117020964622498
T1,user_0a0bcaa6,user_c7beef01,11,0.9110154509544373
T1,user_0a0bcaa6,user_9818dcae,12,0.9107025861740112
T1,user_0a0bcaa6,user_72bed676,13,0.9095247387886047
T1,user_0a0bcaa6,user_41b20ee4,14,0.9077204465866089
T1,user_0a0bcaa6,user_54b19b29,15,0.9044461250305176
T1,user_0a245f61,user_38dc2894,1,0.746696412563324
T1,user_0a245f61,user_dca78fea,2,0.7340087890625
T1,user_0a245f61,user_5c9a0ee9,3,0.720134437084198
T1,user_0a245f61,user_69193575,4,0.7137441635131836
T1,user_0a245f61,user_0b5c256a,5,0.7080830335617065
T1,user_0a245f61,user_0cd29f02,6,0.6998507380485535
T1,user_0a245f61,user_7aa3746b,7,0.6980597376823425
T1,user_0a245f61,user_84fe1a7a,8,0.6891003847122192
T1,user_0a245f61,user_0f006eec,9,0.6886436939239502
T1,user_0a245f61,user_9bee2a7c,10,0.6872982978820801
T1,user_0a245f61,user_959adfc8,11,0.6863566040992737
T1,user_0a245f61,user_b5af9db9,12,0.6835171580314636
T1,user_0a245f61,user_9c5071dd,13,0.6765890121459961
T1,user_0a245f61,user_8ce645ca,14,0.6708335280418396
T1,user_0a245f61,user_d14b7d7b,15,0.6691941022872925
T1,user_0b5c256a,user_c8e749e2,1,0.8014571070671082
T1,user_0b5c256a,user_91f807b9,2,0.7916548848152161
T1,user_0b5c256a,user_8c0c7619,3,0.7845940589904785
T1,user_0b5c256a,user_8d299d7a,4,0.7821624875068665
T1,user_0b5c256a,user_9c5071dd,5,0.7820239663124084
T1,user_0b5c256a,user_2dd5b531,6,0.7779266834259033
T1,user_0b5c256a,user_ebe17c78,7,0.7741773128509521
T1,user_0b5c256a,user_79f38f6d,8,0.7732338905334473
T1,user_0b5c256a,user_eb0927d1,9,0.7720387578010559
T1,user_0b5c256a,user_723406a0,10,0.7708677649497986
T1,user_0b5c256a,user_adab54a0,11,0.7702407240867615
T1,user_0b5c256a,user_82d93459,12,0.7685610055923462
T1,user_0b5c256a,user_0f006eec,13,0.7680589556694031
T1,user_0b5c256a,user_c5f32c0d,14,0.7670444846153259
T1,user_0b5c256a,user_7aa3746b,15,0.7667686343193054
T1,user_0b64b183,user_a0fa40f1,1,0.7712798714637756
T1,user_0b64b183,user_77a1a752,2,0.7629920840263367
T1,user_0b64b183,user_64d76dfd,3,0.7550643086433411
T1,user_0b64b183,user_3c81ee09,4,0.7534189224243164
T1,user_0b64b183,user_38433566,5,0.7471784949302673
T1,user_0b64b183,user_a74b4eeb,6,0.7429648041725159
T1,user_0b64b183,user_63b4ae7a,7,0.7425167560577393
T1,user_0b64b183,user_d54f676e,8,0.7416651248931885
T1,user_0b64b183,user_ece9bfd2,9,0.739207923412323
T1,user_0b64b183,user_8d299d7a,10,0.7389110922813416
T1,user_0b64b183,user_058c1800,11,0.7380329966545105
T1,user_0b64b183,user_a01f16ac,12,0.7377723455429077
T1,user_0b64b183,user_96013176,13,0.7375528812408447
T1,user_0b64b183,user_359d5dee,14,0.7364910244941711
T1,user_0b64b183,user_80da26a6,15,0.7356734275817871
T1,user_0c578ab5,user_87e5d9b0,1,0.9112346172332764
T1,user_0c578ab5,user_d7fde080,2,0.9104087948799133
T1,user_0c578ab5,user_4144252d,3,0.9100979566574097
T1,user_0c578ab5,user_18227c28,4,0.9087438583374023
T1,user_0c578ab5,user_2c39731d,5,0.8995583653450012
T1,user_0c578ab5,user_233fda02,6,0.8980352282524109
T1,user_0c578ab5,user_9f6180c4,7,0.8938809633255005
T1,user_0c578ab5,user_a7f8db34,8,0.8936194181442261
T1,user_0c578ab5,user_00723699,9,0.8931965231895447
T1,user_0c578ab5,user_5dc5c2dc,10,0.8916445374488831
T1,user_0c578ab5,user_ecd7b02a,11,0.8910214900970459
T1,user_0c578ab5,user_e8cdb142,12,0.8887982368469238
T1,user_0c578ab5,user_22b484cb,13,0.884041965007782
T1,user_0c578ab5,user_7d6962d9,14,0.8789070844650269
T1,user_0c578ab5,user_b7f60e64,15,0.8686385750770569
T1,user_0c8c48ac,user_107259c3,1,0.9386060237884521
T1,user_0c8c48ac,user_0c8c48ac,2,0.9211397767066956
T1,user_0c8c48ac,user_a411fb06,3,0.9204440712928772
T1,user_0c8c48ac,user_7c7220a4,4,0.9141078591346741
T1,user_0c8c48ac,user_5c9b579a,5,0.9064996838569641
T1,user_0c8c48ac,user_f070eee7,6,0.8975232839584351
T1,user_0c8c48ac,user_26fa9d90,7,0.8928928375244141
T1,user_0c8c48ac,user_3353b96b,8,0.8700056672096252
T1,user_0c8c48ac,user_74cfb8ef,9,0.8695710897445679
T1,user_0c8c48ac,user_6169d3b8,10,0.86220782995224
T1,user_0c8c48ac,user_17054ec7,11,0.857243537902832
T1,user_0c8c48ac,user_1ae8e7f5,12,0.8557419180870056
T1,user_0c8c48ac,user_8e92b8c1,13,0.8541290760040283
T1,user_0c8c48ac,user_d4c7b4c0,14,0.8515381217002869
T1,user_0c8c48ac,user_586752e4,15,0.8465368747711182
T1,user_0cc626ee,user_e0c65725,1,0.9260148406028748
T1,user_0cc626ee,user_ee14f818,2,0.9252707958221436
T1,user_0cc626ee,user_aae78e0d,3,0.9189872741699219
T1,user_0cc626ee,user_259776c7,4,0.918878972530365
T1,user_0cc626ee,user_c39d41d7,5,0.9157999753952026
T1,user_0cc626ee,user_e3f9409b,6,0.915604293346405
T1,user_0cc626ee,user_417702c5,7,0.911651074886322
T1,user_0cc626ee,user_91db6e48,8,0.9114569425582886
T1,user_0cc626ee,user_9818dcae,9,0.9104716181755066
T1,user_0cc626ee,user_636ad58f,10,0.9085688591003418
T1,user_0cc626ee,user_4c8199a7,11,0.9071772694587708
T1,user_0cc626ee,user_b4d7e69a,12,0.9068560600280762
T1,user_0cc626ee,user_f27da10a,13,0.9030930399894714
T1,user_0cc626ee,user_885e8708,14,0.9029436707496643
T1,user_0cc626ee,user_54b19b29,15,0.9027784466743469
T1,user_0cd29f02,user_510aaba3,1,0.8756431937217712
T1,user_0cd29f02,user_1cbb30b1,2,0.8450797200202942
T1,user_0cd29f02,user_788a8bb7,3,0.8356313109397888
T1,user_0cd29f02,user_84fe1a7a,4,0.8312519192695618
T1,user_0cd29f02,user_0cd29f02,5,0.8032968044281006
T1,user_0cd29f02,user_daf59045,6,0.8017727136611938
T1,user_0cd29f02,user_756e2f00,7,0.7927016019821167
T1,user_0cd29f02,user_18522854,8,0.7903393507003784
T1,user_0cd29f02,user_48669fd6,9,0.7733088135719299
T1,user_0cd29f02,user_6d071251,10,0.7724149823188782
T1,user_0cd29f02,user_34b1fb84,11,0.7688192129135132
T1,user_0cd29f02,user_a4aab257,12,0.7664013504981995
T1,user_0cd29f02,user_d69d04b7,13,0.7622168064117432
T1,user_0cd29f02,user_a57e47b1,14,0.7534918189048767
T1,user_0cd29f02,user_b2dd04c8,15,0.7510585784912109
T1,user_0f0ad720,user_2373103d,1,0.8537036180496216
T1,user_0f0ad720,user_17607ebc,2,0.8534986972808838
T1,user_0f0ad720,user_38f4dfac,3,0.8471574783325195
T1,user_0f0ad720,user_84c14a6f,4,0.8404602408409119
T1,user_0f0ad720,user_73623b4e,5,0.8356637954711914
T1,user_0f0ad720,user_4ab9d510,6,0.8323612809181213
T1,user_0f0ad720,user_5c09bb3d,7,0.8286522626876831
T1,user_0f0ad720,user_e8a7be73,8,0.8286386728286743
T1,user_0f0ad720,user_98ca16a6,9,0.8202242255210876
T1,user_0f0ad720,user_5881b259,10,0.8181584477424622
T1,user_0f0ad720,user_dc32d458,11,0.8173810839653015
T1,user_0f0ad720,user_1736acbe,12,0.81048184633255
T1,user_0f0ad720,user_6427334a,13,0.8086697459220886
T1,user_0f0ad720,user_8fe14601,14,0.8051649332046509
T1,user_0f0ad720,user_aa31484a,15,0.8033936619758606
T1,user_107259c3,user_a411fb06,1,0.9486177563667297
T1,user_107259c3,user_107259c3,2,0.9450869560241699
T1,user_107259c3,user_7c7220a4,3,0.9351851344108582
T1,user_107259c3,user_5c9b579a,4,0.932111382484436
T1,user_107259c3,user_0c8c48ac,5,0.9227561950683594
T1,user_107259c3,user_f070eee7,6,0.9078978300094604
T1,user_107259c3,user_26fa9d90,7,0.8943542838096619
T1,user_107259c3,user_1ae8e7f5,8,0.8930165767669678
T1,user_107259c3,user_6169d3b8,9,0.8846814632415771
T1,user_107259c3,user_74cfb8ef,10,0.8839111924171448
T1,user_107259c3,user_8e92b8c1,11,0.8823140859603882
T1,user_107259c3,user_586752e4,12,0.8808513283729553
T1,user_107259c3,user_d4c7b4c0,13,0.8793571591377258
T1,user_107259c3,user_17054ec7,14,0.8705874085426331
T1,user_107259c3,user_3353b96b,15,0.8695595264434814
T1,user_10e64e28,user_f030b951,1,0.6872128844261169
T1,user_10e64e28,user_dbc4828c,2,0.6748016476631165
T1,user_10e64e28,user_39b3eda0,3,0.6566578149795532
T1,user_10e64e28,user_d199bef3,4,0.6477437019348145
T1,user_10e64e28,user_dc326993,5,0.6467114090919495
