pool,user_id,n_chunks,bucket,n_words,local_chars,gpt4o_chars,char_ratio_local_over_gpt4o,local_traits,gpt4o_traits,dup_rate,truncated,top1_correct,hit_at_15
hn,user_0718,8,7-10,51021,4490,1031,4.354995150339477,172,30,0.436,True,False,False
hn,user_0782,8,7-10,45800,6462,798,8.097744360902256,128,17,0.0,True,True,True
hn,user_0812,8,7-10,56497,3843,705,5.451063829787234,208,21,0.149,True,False,False
hn,user_0823,8,7-10,57323,5470,808,6.76980198019802,222,17,0.3153,True,False,False
hn,user_0825,8,7-10,56029,628,622,1.0096463022508038,36,22,0.0,False,False,False
hn,user_0856,8,7-10,57751,554,521,1.0633397312859885,17,14,0.0,False,False,False
hn,user_0862,8,7-10,51296,4068,693,5.87012987012987,267,18,0.8464,True,False,False
hn,user_0887,8,7-10,55827,2690,798,3.3709273182957395,144,20,0.0,False,False,False
hn,user_0926,8,7-10,55373,3387,686,4.937317784256559,412,19,0.6869,True,False,False
hn,user_0947,8,7-10,55939,5744,862,6.663573085846868,209,18,0.1388,True,False,False
hn,user_0963,8,7-10,59529,1204,481,2.503118503118503,29,12,0.0,False,False,False
hn,user_0061,7,7-10,48459,5109,549,9.306010928961749,236,13,0.3178,False,False,False
hn,user_0101,7,7-10,57240,820,622,1.3183279742765273,20,11,0.0,False,False,False
hn,user_0119,7,7-10,50357,4627,604,7.660596026490066,193,12,0.228,True,False,False
hn,user_0215,7,7-10,45564,4384,688,6.372093023255814,387,14,0.5866,True,False,False
hn,user_0228,7,7-10,51266,4150,595,6.974789915966387,410,19,0.939,False,False,False
hn,user_0268,7,7-10,45208,541,481,1.1247401247401247,17,16,0.0,False,False,False
hn,user_0292,7,7-10,51959,4799,685,7.005839416058394,250,12,0.856,True,False,False
hn,user_0341,7,7-10,56159,5831,577,10.105719237435009,175,14,0.3314,True,False,False
hn,user_0374,7,7-10,45146,6114,689,8.873730043541364,257,15,0.9494,True,False,True
hn,user_0447,7,7-10,47184,1919,558,3.439068100358423,161,16,0.3168,True,False,False
hn,user_0466,7,7-10,50615,6400,692,9.248554913294798,180,12,0.1444,True,False,True
hn,user_0489,7,7-10,46689,886,659,1.3444613050075873,45,16,0.0,False,False,False
hn,user_0506,7,7-10,44131,4199,798,5.261904761904762,108,17,0.0,True,False,False
hn,user_0513,7,7-10,42186,5845,627,9.322169059011165,131,14,0.2824,True,False,False
hn,user_0564,7,7-10,46610,6162,488,12.62704918032787,195,15,0.6821,False,False,True
hn,user_0599,7,7-10,47723,5479,520,10.536538461538461,184,14,0.6902,True,True,True
hn,user_0652,7,7-10,51395,5064,545,9.291743119266055,155,13,0.0452,True,False,False
hn,user_0675,7,7-10,43184,5640,619,9.111470113085621,321,17,0.8162,False,False,False
hn,user_0697,7,7-10,45873,2884,537,5.370577281191807,473,24,0.8816,True,True,True
hn,user_0724,7,7-10,47217,5500,747,7.362784471218206,136,15,0.1838,True,False,False
hn,user_0725,7,7-10,47253,6163,639,9.644757433489827,218,13,0.6468,True,False,False
hn,user_0787,7,7-10,46301,5179,680,7.616176470588235,257,15,0.1323,True,False,False
hn,user_0866,7,7-10,45293,4993,545,9.161467889908257,256,17,0.0469,True,True,True
hn,user_0882,7,7-10,49144,5097,706,7.219546742209632,150,18,0.6667,False,False,False
hn,user_0907,7,7-10,49421,6798,651,10.442396313364055,223,16,0.0,True,False,False
hn,user_0924,7,7-10,45204,814,619,1.3150242326332795,31,14,0.0,False,False,False
hn,user_0928,7,7-10,53519,747,921,0.8110749185667753,28,18,0.0,False,False,False
hn,user_0934,7,7-10,47055,4369,575,7.598260869565217,161,16,0.0062,True,False,False
hn,user_0007,6,4-6,39890,2055,413,4.9757869249394675,135,12,0.0,True,False,False
hn,user_0037,6,4-6,45853,1055,647,1.6306027820710973,38,15,0.0,False,False,False
hn,user_0084,6,4-6,47156,991,807,1.228004956629492,30,20,0.0,False,False,False
hn,user_0097,6,4-6,39781,4821,553,8.717902350813743,357,14,0.6275,True,False,True
hn,user_0100,6,4-6,46317,5224,428,12.205607476635514,175,14,0.4057,True,False,False
hn,user_0109,6,4-6,40647,653,618,1.0566343042071198,28,17,0.0,False,False,False
hn,user_0217,6,4-6,39661,4227,583,7.2504288164665525,144,14,0.2083,True,False,False
hn,user_0274,6,4-6,41733,3973,569,6.982425307557118,329,15,0.6991,True,False,False
hn,user_0315,6,4-6,44003,4569,513,8.90643274853801,131,15,0.0,True,False,False
hn,user_0333,6,4-6,44264,5570,656,8.490853658536585,217,14,0.6267,False,False,False
hn,user_0345,6,4-6,44922,1414,802,1.7630922693266833,80,14,0.0125,False,True,True
hn,user_0353,6,4-6,42233,729,506,1.4407114624505928,22,12,0.0,False,True,True
hn,user_0406,6,4-6,40906,4774,596,8.01006711409396,326,12,0.6043,False,False,False
hn,user_0474,6,4-6,41742,3737,626,5.9696485623003195,211,15,0.91,True,False,False
hn,user_0563,6,4-6,43022,6429,751,8.560585885486018,175,15,0.9086,True,False,False
hn,user_0663,6,4-6,42002,5484,728,7.532967032967033,168,18,0.4048,True,False,False
hn,user_0719,6,4-6,43180,5917,593,9.978077571669477,170,14,0.6765,True,False,False
hn,user_0744,6,4-6,44400,4877,40,121.925,163,2,0.4356,False,False,True
hn,user_0754,6,4-6,38527,6163,532,11.584586466165414,305,16,0.6656,True,False,True
hn,user_0786,6,4-6,39382,3308,673,4.9153046062407135,193,14,0.7098,True,True,True
hn,user_0806,6,4-6,49790,5784,619,9.344103392568659,172,15,0.4884,False,False,False
hn,user_0871,6,4-6,40711,2473,486,5.088477366255144,203,14,0.6749,False,False,False
hn,user_0883,6,4-6,43009,2443,513,4.762183235867447,189,15,0.4921,True,False,False
hn,user_0906,6,4-6,42904,1538,642,2.3956386292834893,97,15,0.0,True,False,False
hn,user_0949,6,4-6,39871,666,843,0.7900355871886121,27,20,0.0,False,False,False
hn,user_0001,5,4-6,30307,4831,513,9.417153996101364,165,12,0.9273,False,False,False
hn,user_0009,5,4-6,33697,2832,448,6.321428571428571,196,10,0.0,True,False,False
hn,user_0012,5,4-6,38622,5094,491,10.374745417515275,338,17,0.4349,False,False,False
hn,user_0013,5,4-6,39405,4969,774,6.419896640826873,258,18,0.0426,False,False,False
hn,user_0123,5,4-6,37219,5833,767,7.604954367666232,246,17,0.4797,True,False,False
hn,user_0124,5,4-6,38539,565,633,0.8925750394944708,27,17,0.0,False,False,False
hn,user_0144,5,4-6,38529,486,566,0.8586572438162544,11,15,0.0,False,True,True
hn,user_0182,5,4-6,41054,6296,517,12.177949709864604,152,11,0.4211,True,False,True
hn,user_0246,5,4-6,41232,787,614,1.281758957654723,30,14,0.0,False,False,False
hn,user_0255,5,4-6,36422,1996,611,3.2667757774140753,67,13,0.0,False,False,False
hn,user_0269,5,4-6,39657,3930,528,7.443181818181818,224,21,0.3795,True,False,True
hn,user_0271,5,4-6,40914,530,521,1.017274472168906,28,12,0.0,False,False,False
hn,user_0284,5,4-6,39422,947,806,1.1749379652605458,49,18,0.0,False,False,False
hn,user_0310,5,4-6,39255,1321,802,1.64713216957606,65,17,0.0,False,True,True
hn,user_0332,5,4-6,34894,7512,614,12.234527687296417,260,13,0.7731,True,True,True
hn,user_0348,5,4-6,40889,6177,515,11.994174757281554,126,13,0.6587,True,False,False
hn,user_0368,5,4-6,34394,4100,590,6.9491525423728815,342,17,0.9912,False,False,True
hn,user_0390,5,4-6,37880,471,354,1.3305084745762712,20,10,0.0,False,False,False
hn,user_0400,5,4-6,37633,5921,543,10.904235727440147,132,13,0.5985,True,False,True
hn,user_0409,5,4-6,30769,4902,648,7.564814814814815,241,14,0.6473,True,True,True
hn,user_0449,5,4-6,37918,4285,741,5.7827260458839405,233,16,0.7167,True,False,False
hn,user_0460,5,4-6,40703,807,653,1.2358346094946402,30,13,0.0,False,False,False
hn,user_0498,5,4-6,37206,2497,633,3.9447077409162716,206,13,0.9612,True,True,True
hn,user_0527,5,4-6,39958,3756,583,6.44253859348199,267,17,0.6404,False,False,False
hn,user_0530,5,4-6,46894,1338,720,1.8583333333333334,31,15,0.0323,False,False,False
hn,user_0557,5,4-6,34678,1125,824,1.3652912621359223,72,22,0.0139,False,False,False
hn,user_0592,5,4-6,42531,5022,721,6.965325936199722,326,15,0.5215,False,False,False
hn,user_0647,5,4-6,29363,6371,534,11.930711610486892,172,13,0.5174,True,False,False
hn,user_0767,5,4-6,41270,1372,626,2.191693290734824,63,13,0.0,False,False,False
hn,user_0780,5,4-6,42327,476,633,0.7519747235387045,22,17,0.0,False,True,True
hn,user_0784,5,4-6,35981,5811,486,11.95679012345679,208,10,0.0048,True,False,False
hn,user_0816,5,4-6,42264,526,603,0.8723051409618574,18,10,0.0,False,False,False
hn,user_0821,5,4-6,34523,3603,615,5.8585365853658535,193,15,0.0052,True,False,False
hn,user_0846,5,4-6,39728,5736,484,11.851239669421487,230,15,0.0609,True,False,False
hn,user_0868,5,4-6,34187,5767,777,7.422136422136422,133,18,0.2406,True,False,False
hn,user_0873,5,4-6,37346,984,575,1.711304347826087,65,11,0.0,False,False,False
hn,user_0905,5,4-6,40303,3510,486,7.222222222222222,249,12,0.4177,True,False,False
hn,user_0937,5,4-6,42999,6101,789,7.732572877059569,172,17,0.4186,False,False,False
hn,user_0969,5,4-6,35178,1035,865,1.1965317919075145,73,20,0.0,False,False,False
hn,user_0984,5,4-6,40646,806,703,1.1465149359886202,43,13,0.0,False,False,False
hn,user_0003,4,4-6,25805,6136,651,9.425499231950845,220,12,0.7955,False,False,False
hn,user_0004,4,4-6,39061,4307,693,6.215007215007215,195,16,0.3897,True,True,True
hn,user_0008,4,4-6,29366,5235,543,9.640883977900552,269,14,0.5613,True,False,False
hn,user_0010,4,4-6,20659,511,685,0.745985401459854,28,16,0.0,False,True,True
hn,user_0016,4,4-6,39117,5026,1079,4.658016682113067,280,22,0.775,False,False,False
hn,user_0026,4,4-6,34261,1055,565,1.8672566371681416,72,14,0.0139,False,False,False
hn,user_0031,4,4-6,28362,527,886,0.5948081264108352,16,29,0.0,False,True,True
hn,user_0033,4,4-6,31926,5341,487,10.967145790554415,480,13,0.7646,True,True,True
hn,user_0040,4,4-6,32508,1805,760,2.375,109,19,0.0092,True,False,False
hn,user_0041,4,4-6,30829,830,474,1.751054852320675,37,12,0.0,False,False,False
hn,user_0043,4,4-6,31725,4322,787,5.4917407878017785,179,14,0.8324,True,False,False
hn,user_0045,4,4-6,33166,5864,537,10.919925512104284,154,12,0.5325,False,False,False
hn,user_0046,4,4-6,34146,5901,613,9.62642740619902,343,18,0.8367,True,True,True
hn,user_0047,4,4-6,30998,2083,513,4.060428849902534,75,15,0.2533,False,False,False
hn,user_0053,4,4-6,37731,5466,578,9.456747404844291,113,15,0.0088,True,False,False
hn,user_0056,4,4-6,36861,3989,688,5.7979651162790695,273,16,0.0073,True,False,False
hn,user_0058,4,4-6,28718,4750,495,9.595959595959595,225,11,0.4711,True,False,False
hn,user_0060,4,4-6,23481,1107,652,1.6978527607361964,75,17,0.0533,False,False,False
hn,user_0066,4,4-6,21972,603,618,0.9757281553398058,25,13,0.0,False,False,False
hn,user_0068,4,4-6,28237,651,544,1.1966911764705883,44,11,0.0,False,False,False
hn,user_0071,4,4-6,38779,486,653,0.7442572741194488,18,15,0.0,False,False,False
hn,user_0074,4,4-6,27369,4427,414,10.693236714975846,256,19,0.3008,False,False,False
hn,user_0078,4,4-6,26433,687,677,1.0147710487444608,24,17,0.0,False,False,False
hn,user_0082,4,4-6,24188,3678,585,6.287179487179487,260,14,0.7346,True,False,False
hn,user_0083,4,4-6,36784,4848,615,7.882926829268293,111,15,0.0,True,False,False
hn,user_0088,4,4-6,31346,5713,594,9.617845117845118,366,14,0.0273,True,False,False
hn,user_0090,4,4-6,22541,4363,536,8.139925373134329,228,13,0.0132,True,False,False
hn,user_0094,4,4-6,27336,5110,745,6.859060402684563,243,22,0.7572,True,False,False
hn,user_0095,4,4-6,29650,4325,640,6.7578125,224,15,0.692,False,False,False
hn,user_0099,4,4-6,27887,432,701,0.6162624821683309,26,19,0.0,False,False,False
hn,user_0103,4,4-6,34113,1048,443,2.36568848758465,51,10,0.0,False,True,True
hn,user_0104,4,4-6,36555,1433,663,2.161387631975867,50,14,0.0,False,False,False
hn,user_0105,4,4-6,26180,1090,416,2.6201923076923075,95,12,0.0,False,False,False
hn,user_0106,4,4-6,34719,4696,381,12.325459317585302,223,14,0.5471,False,False,False
hn,user_0112,4,4-6,25120,763,683,1.117130307467057,42,16,0.0,False,True,True
hn,user_0117,4,4-6,38065,2436,621,3.922705314009662,139,17,0.0,True,True,True
hn,user_0118,4,4-6,26907,4360,630,6.920634920634921,197,15,0.6193,True,True,True
hn,user_0131,4,4-6,24796,829,713,1.1626928471248248,21,15,0.0,False,False,True
hn,user_0132,4,4-6,32470,6693,470,14.240425531914894,219,13,0.6119,True,True,True
hn,user_0135,4,4-6,34843,6241,653,9.557427258805513,130,11,0.5769,True,False,False
hn,user_0136,4,4-6,37630,1260,840,1.5,45,18,0.0,False,False,False
hn,user_0142,4,4-6,24405,711,611,1.1636661211129296,53,13,0.0,False,False,False
hn,user_0143,4,4-6,32939,6172,567,10.885361552028218,124,17,0.4435,True,False,False
hn,user_0153,4,4-6,36312,2057,492,4.180894308943089,105,14,0.2571,True,False,False
hn,user_0160,4,4-6,26023,350,428,0.8177570093457944,14,14,0.0,False,True,True
hn,user_0168,4,4-6,29815,730,586,1.2457337883959045,36,13,0.0278,False,False,False
hn,user_0171,4,4-6,28421,3599,540,6.6648148148148145,115,15,0.0,False,False,False
hn,user_0184,4,4-6,22681,1610,633,2.543443917851501,116,19,0.0,True,False,False
hn,user_0188,4,4-6,33928,4463,872,5.118119266055046,253,31,0.336,True,True,True
hn,user_0195,4,4-6,29434,746,680,1.0970588235294119,17,14,0.0,False,False,False
hn,user_0197,4,4-6,27345,1212,659,1.8391502276176024,80,20,0.0,False,False,False
hn,user_0205,4,4-6,24356,541,566,0.9558303886925795,15,17,0.0,False,False,True
hn,user_0206,4,4-6,30333,4419,566,7.807420494699647,190,16,0.7789,True,False,False
hn,user_0209,4,4-6,28531,5678,629,9.027027027027026,154,13,0.1039,True,True,True
hn,user_0216,4,4-6,25530,3108,807,3.8513011152416357,502,22,0.9402,False,False,False
hn,user_0218,4,4-6,25017,973,665,1.4631578947368422,32,18,0.0,False,False,False
hn,user_0219,4,4-6,26073,1077,620,1.7370967741935484,30,15,0.0,False,False,False
hn,user_0220,4,4-6,36880,2495,654,3.814984709480122,165,17,0.0848,True,False,False
hn,user_0221,4,4-6,35761,4598,698,6.587392550143266,159,15,0.6101,False,False,False
hn,user_0223,4,4-6,31137,5281,545,9.689908256880734,327,14,0.4954,True,False,False
hn,user_0224,4,4-6,29500,4107,511,8.037181996086106,293,17,0.7167,True,False,False
hn,user_0225,4,4-6,22826,4667,486,9.602880658436215,340,12,0.6412,True,False,False
hn,user_0229,4,4-6,34210,982,521,1.8848368522072936,56,12,0.0,False,False,False
hn,user_0235,4,4-6,25804,5328,723,7.369294605809128,138,15,0.413,True,True,True
hn,user_0236,4,4-6,23944,929,529,1.7561436672967863,28,11,0.0,False,False,False
hn,user_0239,4,4-6,39042,1595,613,2.6019575856443717,91,15,0.0,True,False,False
hn,user_0245,4,4-6,25943,1597,802,1.9912718204488777,51,19,0.0,False,False,False
hn,user_0247,4,4-6,32014,5677,689,8.239477503628446,312,13,0.7244,True,True,True
hn,user_0251,4,4-6,24115,3678,678,5.424778761061947,423,21,0.6809,False,False,False
hn,user_0254,4,4-6,36181,1264,470,2.6893617021276595,33,11,0.0,False,False,False
hn,user_0270,4,4-6,26320,2350,710,3.3098591549295775,60,15,0.0,False,False,False
hn,user_0272,4,4-6,33583,432,668,0.6467065868263473,16,14,0.0,False,True,True
hn,user_0285,4,4-6,25068,5340,803,6.650062266500623,181,17,0.0,True,True,True
hn,user_0286,4,4-6,31622,1935,568,3.4066901408450705,115,12,0.0,True,False,False
hn,user_0293,4,4-6,23017,3808,521,7.309021113243762,339,16,0.531,True,False,False
hn,user_0306,4,4-6,34748,5616,582,9.649484536082474,284,12,0.4049,True,True,True
hn,user_0308,4,4-6,32390,1205,730,1.6506849315068493,62,23,0.0,False,True,True
hn,user_0320,4,4-6,25556,1009,624,1.6169871794871795,48,16,0.0,False,False,False
hn,user_0322,4,4-6,28319,6071,759,7.998682476943347,160,19,0.625,True,False,False
hn,user_0324,4,4-6,33296,4004,816,4.9068627450980395,339,18,0.7286,True,False,False
hn,user_0338,4,4-6,36638,3833,478,8.018828451882845,167,10,0.7964,True,False,False
hn,user_0342,4,4-6,34103,905,598,1.5133779264214047,26,10,0.0,False,False,False
hn,user_0347,4,4-6,36627,1606,781,2.056338028169014,79,20,0.0,True,False,False
hn,user_0352,4,4-6,28543,6339,428,14.810747663551401,206,13,0.733,True,False,False
hn,user_0364,4,4-6,21811,498,569,0.875219683655536,20,16,0.0,False,False,False
hn,user_0367,4,4-6,31991,3509,405,8.664197530864197,224,11,0.4643,False,False,False
hn,user_0380,4,4-6,26446,2035,694,2.9322766570605188,85,11,0.0235,False,False,False
hn,user_0388,4,4-6,29114,5095,473,10.771670190274842,141,15,0.6738,False,False,False
hn,user_0389,4,4-6,25929,3230,728,4.436813186813187,291,24,0.7973,True,False,False
hn,user_0408,4,4-6,27810,818,505,1.61980198019802,34,13,0.0,False,False,False
hn,user_0411,4,4-6,32566,4474,649,6.8936825885978426,204,15,0.0,True,False,False
hn,user_0421,4,4-6,26528,1129,544,2.0753676470588234,29,12,0.0,False,False,False
hn,user_0423,4,4-6,29530,4717,533,8.849906191369605,224,18,0.6786,True,False,False
hn,user_0430,4,4-6,22352,495,480,1.03125,16,15,0.0,False,False,False
hn,user_0433,4,4-6,35226,854,634,1.3470031545741326,54,13,0.0,False,False,False
hn,user_0434,4,4-6,32759,1283,789,1.626108998732573,41,23,0.0,False,True,True
hn,user_0438,4,4-6,24548,1082,357,3.030812324929972,49,9,0.0,False,False,True
hn,user_0439,4,4-6,32429,756,816,0.9264705882352942,45,21,0.0,False,False,False
hn,user_0442,4,4-6,23718,6230,502,12.410358565737052,335,12,0.8716,True,False,False
hn,user_0463,4,4-6,27655,4668,643,7.259720062208398,249,18,0.6586,True,False,False
hn,user_0465,4,4-6,23558,4027,515,7.819417475728155,203,15,0.202,True,False,False
hn,user_0469,4,4-6,29746,474,676,0.7011834319526628,20,18,0.0,False,False,False
hn,user_0471,4,4-6,34236,792,675,1.1733333333333333,21,17,0.0,False,False,False
hn,user_0480,4,4-6,25097,3625,759,4.776021080368906,266,16,0.7895,True,True,True
hn,user_0482,4,4-6,22171,787,777,1.0128700128700128,59,16,0.0169,False,False,False
hn,user_0485,4,4-6,29843,531,629,0.8441971383147854,13,13,0.0,False,False,False
hn,user_0487,4,4-6,35963,343,419,0.8186157517899761,22,9,0.0,False,False,False
hn,user_0499,4,4-6,22995,2322,547,4.244972577696527,139,19,0.0072,False,True,True
hn,user_0518,4,4-6,27913,1091,718,1.5194986072423398,122,19,0.0082,False,True,True
hn,user_0521,4,4-6,27235,1121,750,1.4946666666666666,87,16,0.0,False,False,False
hn,user_0522,4,4-6,32584,4052,687,5.8981077147016014,479,18,0.7098,False,False,False
hn,user_0536,4,4-6,25882,1742,383,4.5483028720626635,157,11,0.0127,True,True,True
hn,user_0542,4,4-6,35058,988,560,1.7642857142857142,25,14,0.0,False,False,False
hn,user_0547,4,4-6,30620,2512,568,4.422535211267606,150,13,0.0067,False,False,False
hn,user_0551,4,4-6,26451,1019,461,2.210412147505423,33,12,0.0,False,False,False
hn,user_0552,4,4-6,26732,4786,522,9.168582375478927,226,17,0.0044,True,False,False
hn,user_0554,4,4-6,30247,5842,610,9.577049180327869,314,12,0.707,False,True,True
hn,user_0556,4,4-6,31708,1692,507,3.337278106508876,100,12,0.0,True,False,False
hn,user_0568,4,4-6,23292,530,464,1.1422413793103448,15,11,0.0,False,False,False
hn,user_0570,4,4-6,24674,635,535,1.1869158878504673,21,11,0.0,False,False,False
hn,user_0577,4,4-6,24476,5730,640,8.953125,274,16,0.5109,True,True,True
hn,user_0585,4,4-6,27929,987,485,2.0350515463917525,81,11,0.0,False,False,False
hn,user_0589,4,4-6,37456,2180,824,2.645631067961165,177,22,0.0056,True,False,False
hn,user_0591,4,4-6,32251,389,485,0.8020618556701031,22,11,0.0,False,False,False
hn,user_0593,4,4-6,36288,5472,570,9.6,159,11,0.0,True,False,False
hn,user_0594,4,4-6,26044,743,694,1.0706051873198847,55,18,0.0,False,True,True
hn,user_0600,4,4-6,28527,4184,552,7.579710144927536,386,13,0.5544,True,False,False
hn,user_0603,4,4-6,25947,4242,603,7.034825870646766,208,15,0.1923,True,False,False
hn,user_0604,4,4-6,26015,5391,611,8.823240589198036,259,15,0.0,True,False,False
hn,user_0609,4,4-6,31411,684,691,0.9898697539797395,19,15,0.0,False,False,False
hn,user_0617,4,4-6,27996,4362,743,5.870794078061911,201,19,0.3085,True,False,False
hn,user_0619,4,4-6,30556,2839,567,5.00705467372134,360,10,0.6861,False,False,True
hn,user_0620,4,4-6,37449,3322,440,7.55,108,12,0.0,False,False,False
hn,user_0621,4,4-6,23988,1305,731,1.7852257181942544,66,16,0.0,False,False,False
hn,user_0622,4,4-6,36841,3580,648,5.5246913580246915,468,20,0.8077,True,False,False
hn,user_0634,4,4-6,27672,5499,986,5.577079107505071,327,23,0.3731,True,False,False
hn,user_0637,4,4-6,21738,4287,594,7.217171717171717,229,17,0.0087,False,True,True
hn,user_0641,4,4-6,27720,5802,597,9.71859296482412,169,12,0.5089,True,False,False
hn,user_0642,4,4-6,20687,647,656,0.9862804878048781,31,16,0.0,False,False,False
hn,user_0644,4,4-6,25955,5420,582,9.312714776632303,241,17,0.5602,True,False,False
hn,user_0650,4,4-6,27106,546,821,0.6650426309378806,23,17,0.0,False,False,True
hn,user_0655,4,4-6,36481,320,663,0.48265460030165913,11,16,0.0,False,False,False
hn,user_0656,4,4-6,39426,3950,568,6.954225352112676,164,13,0.5854,True,False,False
hn,user_0659,4,4-6,29551,3139,630,4.982539682539683,140,20,0.0,False,False,True
hn,user_0666,4,4-6,38333,619,738,0.8387533875338753,48,18,0.0,False,False,False
hn,user_0670,4,4-6,32018,1887,427,4.4192037470726,53,11,0.0,False,False,True
hn,user_0673,4,4-6,39106,6106,796,7.6708542713567835,229,17,0.4061,True,False,False
hn,user_0677,4,4-6,22513,1442,517,2.7891682785299805,112,19,0.0089,False,True,True
hn,user_0687,4,4-6,28698,1380,714,1.9327731092436975,29,14,0.0,False,True,True
hn,user_0688,4,4-6,28273,726,593,1.224283305227656,37,14,0.0,False,True,True
hn,user_0690,4,4-6,25995,1587,512,3.099609375,137,13,0.0146,True,False,False
hn,user_0693,4,4-6,29462,1851,505,3.6653465346534655,58,14,0.0,False,False,False
hn,user_0699,4,4-6,22530,4580,719,6.3699582753824755,117,18,0.0085,True,False,True
hn,user_0700,4,4-6,26751,1272,1060,1.2,38,21,0.0,False,False,False
hn,user_0702,4,4-6,25052,4463,590,7.564406779661017,212,14,0.7358,True,False,False
hn,user_0706,4,4-6,31928,3802,961,3.956295525494277,318,29,0.3396,True,False,False
hn,user_0713,4,4-6,25884,6925,551,12.568058076225045,146,15,0.6918,True,False,True
