user_id,t8_correct_gpt4o,truncated_T8_relpath,truncated_T8_sha256,summary_T8_relpath,summary_T8_sha256
user_5a6c91dd,False,data/esrc/pool_en/truncated_queries/T8/user_5a6c91dd.txt,d34f7ee9846ec3832f245cace75ed46c94f5fcc69ee8380717b4bc646d83aedd,data/esrc/pool_en/summaries/T8/user_5a6c91dd.txt,eac55a0d05f080644793c95a484b15b5be7ee2f99d00c0a8a6a81c7a7333c826
user_6476648d,False,data/esrc/pool_en/truncated_queries/T8/user_6476648d.txt,937610e4d5afa8da5141465c51b4dded02e317253e0d5978ecffbe20a361525a,data/esrc/pool_en/summaries/T8/user_6476648d.txt,3d0c4f0b52d7a31def56a4a3bf98074392e45e634a7c4192dd17403281676ed9
user_68349053,True,data/esrc/pool_en/truncated_queries/T8/user_68349053.txt,450fb1ca1b14ffa273ae3d6558a868ca373f66b2561de3130aea2c3614db3fa8,data/esrc/pool_en/summaries/T8/user_68349053.txt,08555b6c18b913baadb19554789ad4ab3ae72749b8e55a757b4b9b8427f45e1f
user_69193575,True,data/esrc/pool_en/truncated_queries/T8/user_69193575.txt,33d4147e7ac4415db7453e909eb210aade69dd369075031da9c7db873e2aabde,data/esrc/pool_en/summaries/T8/user_69193575.txt,78ee1abfa0d1994224ba048abff1779bad93ecd7dbcc01bbdafb0de1bc1431b0
user_69df6330,False,data/esrc/pool_en/truncated_queries/T8/user_69df6330.txt,bd93457ef0dc9da81965d66c2337ed8c1abe38fcdd110dfd51343b096140393d,data/esrc/pool_en/summaries/T8/user_69df6330.txt,b4c7f4ee205012343368ae9a06b2253d589247583b7416a5140b982d0f4359ae
user_72bed676,True,data/esrc/pool_en/truncated_queries/T8/user_72bed676.txt,43e35af329d781b04da0bb6241fafa367881c760b8f1e78ecc3d9d9d119372ba,data/esrc/pool_en/summaries/T8/user_72bed676.txt,a194f27d1f3a62432274a66ecc4081d47c4291a8d3fa42dff3f27506bce8bb16
user_75905116,False,data/esrc/pool_en/truncated_queries/T8/user_75905116.txt,14d0f7d0066dbddc3cb39d8e1989b128d984fe68f8f6c4d7c37e1edb1c945163,data/esrc/pool_en/summaries/T8/user_75905116.txt,536f9937071a740d7b916d5596eb13f45a4ee69e41adf5b2cb61ccd621ce968e
user_7924afc9,True,data/esrc/pool_en/truncated_queries/T8/user_7924afc9.txt,4d9e9f6b35ec084bc2587092e593c301c937e9f783fe9ae9158a62d7a5ceea31,data/esrc/pool_en/summaries/T8/user_7924afc9.txt,8bb54f0057a0058f0ab56ec9b657d56c9f4cfd6852d6e7f34f876c2c040b03a9
user_7c7220a4,False,data/esrc/pool_en/truncated_queries/T8/user_7c7220a4.txt,b9de01fcbd3e00d2bc289f90e4ced1c5334a4c8f830242363c3657b93637c75c,data/esrc/pool_en/summaries/T8/user_7c7220a4.txt,5b04313e6f6b67c3dd07dae542acb009fef0f62e1252c1319bf9200b2dab04f9
user_7fd91653,True,data/esrc/pool_en/truncated_queries/T8/user_7fd91653.txt,463285adc9109358a6bb3830a8d20a82ef8a6f59df646a659233ee15a40992c9,data/esrc/pool_en/summaries/T8/user_7fd91653.txt,5700c45984971e6dd18a9d0da4b05625cb487c882b5bd56e6526beec1aa99f53
user_84fe1a7a,True,data/esrc/pool_en/truncated_queries/T8/user_84fe1a7a.txt,e9bd859c53310b8f2c39e16f5f3b649f51e170e8701f67b94979d4e5e58e48fb,data/esrc/pool_en/summaries/T8/user_84fe1a7a.txt,ed1ada93a488a3514844d1fbcbffb255a3d2e7c66b999a3ed166b4fca4af995c
user_8eac0a68,False,data/esrc/pool_en/truncated_queries/T8/user_8eac0a68.txt,2bf8e5cee53234e6b4b967d336a1dc83daaa55042844496dd2bc6b445331642b,data/esrc/pool_en/summaries/T8/user_8eac0a68.txt,3b26eab78bf2830808ddfd1cf1d81a6d0695931006be87abcd4182bfc4c5fa3f
user_903329bb,False,data/esrc/pool_en/truncated_queries/T8/user_903329bb.txt,45807d87d1e5b1ca4d4d0bbedad7b38918de8a018b012867038278bfc4e0b59f,data/esrc/pool_en/summaries/T8/user_903329bb.txt,fd8780d8acd3da5f5be1a788e797b2592af2358626851723571495b65d96b87e
user_97330742,False,data/esrc/pool_en/truncated_queries/T8/user_97330742.txt,687c279cfa8c7d07e7ea6c27313557ffbd172f73c90b38853b55c32ff224774a,data/esrc/pool_en/summaries/T8/user_97330742.txt,a47a672ecf1e7f3e4d01eb9d1da6abdb0b3aee949e16bef2f1819b1e1ac8c506
user_99c67f2f,True,data/esrc/pool_en/truncated_queries/T8/user_99c67f2f.txt,680e8ea12c73b80e65ae89af65f51ad0b587302a04e80603b389a0dd6a4068e5,data/esrc/pool_en/summaries/T8/user_99c67f2f.txt,aaac1cb58d63526c9c4cf04b544d51c8b6cbe8e5fee2ec840b72b68323ea7608
user_a1b097c2,True,data/esrc/pool_en/truncated_queries/T8/user_a1b097c2.txt,5388ebfcc1753c256b8f35d739da31effab0e17293b57551b4440208fc90907d,data/esrc/pool_en/summaries/T8/user_a1b097c2.txt,81c01a2445cdac75a0ad9061088b6d32f6f28483a23c4d6aff6448951440c749
user_a57e47b1,False,data/esrc/pool_en/truncated_queries/T8/user_a57e47b1.txt,dc7f31ba9d821707c6c1b04771b2b159acdb5dad0923889786e896c8e5b93e3b,data/esrc/pool_en/summaries/T8/user_a57e47b1.txt,2b38e851b58dfa5b52e0fa21f27271007b64956d1f3eac6a05c968480b2928e3
user_b63ea1d4,True,data/esrc/pool_en/truncated_queries/T8/user_b63ea1d4.txt,46f657068896eaf4c53de2fea10d24ed5958ffe25d2968d6ba94380778ec7121,data/esrc/pool_en/summaries/T8/user_b63ea1d4.txt,8dc2478c57b27000d63bedccc1c917b5a200adaef25b750dab12f9c29cd8cd93
user_b7ba6422,False,data/esrc/pool_en/truncated_queries/T8/user_b7ba6422.txt,55fc2408c65ef2cb572e279857cc88c1730a5f36442c586218a68ff73a78eacc,data/esrc/pool_en/summaries/T8/user_b7ba6422.txt,86463fa2e3fbb882a4d979a4cf1a4bc527ac87b2a2b70eb230102149f520f348
user_baf68fe9,False,data/esrc/pool_en/truncated_queries/T8/user_baf68fe9.txt,d9a73466ca1e618c70907d6862b50f3deb83c292328a029ee7728d2c3c6fb25e,data/esrc/pool_en/summaries/T8/user_baf68fe9.txt,4c0d8cf8ccc8b3ed682b5cc9bf5c012439f2e95913b32d94f9341602ef0cfdd5
user_cb2fe204,False,data/esrc/pool_en/truncated_queries/T8/user_cb2fe204.txt,de8d91000d5f0880713f560c1adc77aa9bc79de884bbe7cf017997e93e2f0b18,data/esrc/pool_en/summaries/T8/user_cb2fe204.txt,f2f331741b1e538b0f4dc34f009e007a710aa138b3fdd5f4cbe8075e1e1f8dfc
user_d10d1f24,True,data/esrc/pool_en/truncated_queries/T8/user_d10d1f24.txt,38e0ebf0b369956cdbbbb910f2b083114a4074c029651ce9f788e631378933c7,data/esrc/pool_en/summaries/T8/user_d10d1f24.txt,a35087f8dfb97016f402ff094a4f104a0fcaee8a00cc42b7c468d57cb0d18fd3
user_e838707b,True,data/esrc/pool_en/truncated_queries/T8/user_e838707b.txt,04b6fdf68e6f4decf3f75147e04102f98c305f74a4244b7b72255edd8777189a,data/esrc/pool_en/summaries/T8/user_e838707b.txt,b29f0fa07150ef82d3ddc437a5d1c39f72a904350b7b66fe183886877200183e
user_f368b9da,False,data/esrc/pool_en/truncated_queries/T8/user_f368b9da.txt,69d5f11ccc5022f683d5d672dedaf8d0244fc5975182395d3d8ed5b72892a6f2,data/esrc/pool_en/summaries/T8/user_f368b9da.txt,5b32cc95d4f7e2cd0106df412d9436316a1e5a74c18a0e3e34274bd90219ce2d
user_f7bb8af1,False,data/esrc/pool_en/truncated_queries/T8/user_f7bb8af1.txt,3066ef74e088d1c8001dbe9ba633bdc64d3f6bfeaa32675e229a393fe809fd62,data/esrc/pool_en/summaries/T8/user_f7bb8af1.txt,846b416ad8af1d288fb4e6bae4dbc6590e653548742f92ac7157be59120180f1
user_fa69a385,False,data/esrc/pool_en/truncated_queries/T8/user_fa69a385.txt,9a6d34bf1a851f2b10cb31669168e0bf23cd3108f92c8bbfbe6e9a74daeaa7dd,data/esrc/pool_en/summaries/T8/user_fa69a385.txt,1df074f85e5596c1fcf0b4644d52d37df2708bda087a7527ec18185a9ac7b4c5
user_fdc08e26,False,data/esrc/pool_en/truncated_queries/T8/user_fdc08e26.txt,988a192563de37b03ef6fd96919e17ade533077400e6e8d20ec14e60a2bd0f92,data/esrc/pool_en/summaries/T8/user_fdc08e26.txt,0f0dc5c596c0395ee00d0d0657097c559884d5a2364fa179bbd2973c11fcb1d9
user_ff591131,True,data/esrc/pool_en/truncated_queries/T8/user_ff591131.txt,1089c9e3e977047ef5d6136072d9d422ad2dd4616ad033bd345751be29086f87,data/esrc/pool_en/summaries/T8/user_ff591131.txt,89fb79aa8b2168dba53b12972bddff8bb692e8909d99a77bfaded3daf767b46d
